target_time,sv,X_b,Y_b,Z_b,x_p,y_p,z_p,Error_X,Error_Y,Error_Z,3D_Error,R_Error,A_Error,C_Error
2025-01-02 22:10:00,G01,14815207.302764848,-13725178.531218449,17256977.70098903,14815201.766,-13725206.815,17256963.528,5.536764847114682,28.28378155082464,14.172989029437304,32.11699988815212,-2.3184941113861104,30.06346915087025,-11.05957004072508
2025-01-02 22:15:00,G01,14751622.896177502,-13058373.240526509,17819982.759928636,14751617.484,-13058402.02,17819969.576,5.412177503108978,28.77947349101305,13.18392863497138,32.114883371999035,-2.29772406641038,30.24256156204094,-10.558109124170992
2025-01-02 22:20:00,G01,14696517.03747414,-12370232.976987747,18348889.226373143,14696511.74,-12370262.217,18348877.061,5.297474140301347,29.24001225270331,12.165373142808676,32.10977814481395,-2.282386460315035,30.41840191338875,-10.027431854193283
2025-01-02 22:25:00,G01,14650873.097154602,-11662138.427824393,18842686.14150517,14650867.907,-11662168.094,18842675.025,5.190154602751136,29.666175607591867,11.116505172103643,32.10290278498729,-2.2761870229965906,30.590020913153744,-9.469211181059542
2025-01-02 22:30:00,G01,14615593.98451388,-10935565.267827434,19300419.494440407,14615593.791,-10935570.236,19300419.699,0.1935138814151287,4.968172565102577,-0.2045595943927765,4.976146188226026,-2.087302925704347,4.151121631557016,-1.7814001748517618
2025-01-02 22:35:00,G01,14591517.60333642,-10191978.714300938,19721235.90480121,14591517.388,-10191983.648,19721236.306,0.2153364196419716,4.933699062094092,-0.4011987932026386,4.954666152285097,-2.072410093384418,4.155967631302808,-1.7267791210810146
2025-01-02 22:40:00,G01,14579383.240592277,-9432977.112315184,20104320.114066456,14579383.006,-9432982.003,20104320.71,0.2345922775566578,4.890684816986322,-0.5959335453808308,4.932440400684019,-2.058853324584958,4.160578351843808,-1.667236957458072
2025-01-02 22:45:00,G01,14579848.006026698,-8660186.807302924,20448940.16046489,14579847.753,-8660191.648,20448940.95,0.2530266977846622,4.840697076171637,-0.7895351089537144,4.911184824593653,-2.0469129419181007,4.16555524408368,-1.605625516119535
2025-01-02 22:50:00,G01,14593478.701251788,-7875280.604829566,20754437.641582828,14593478.433,-7875285.388,20754438.623,0.2682517878711223,4.783170434646308,-0.9814171716570854,4.89017976084663,-2.03732130216651,4.170267652589997,-1.540145353820242
2025-01-02 22:55:00,G01,14620749.113065848,-7079971.364234495,21020228.9621371,14620748.833,-7079976.086,21020230.133,0.2800658475607633,4.7217655051499605,-1.170862901955843,4.872825289272174,-2.03069341898611,4.178001881407117,-1.471397572655175
2025-01-02 23:00:00,G01,14662037.724215534,-6276005.426632625,21245806.4394405,14662037.435,-6276010.084,21245807.798,0.2892155330628156,4.657367374747992,-1.358559500426054,4.860082345406268,-2.027142065579884,4.189159382231942,-1.4007280679504848
2025-01-02 23:05:00,G01,14717625.851482565,-5465155.905094813,21430739.264575005,14717625.558,-5465160.496,21430740.807,0.2934825643897056,4.590905187651515,-1.5424249954521656,4.851970457886359,-2.026121653600806,4.204735491338515,-1.325385912438395
2025-01-02 23:10:00,G01,14787696.219137536,-4649215.865402639,21574674.31755197,14787695.925,-4649220.387999999,21574676.043,0.2941375356167555,4.522597360424697,-1.7254480309784412,4.8494922086736585,-2.029011067212689,4.22406428671801,-1.248186553680342
2025-01-02 23:15:00,G01,14872331.97393286,-3829991.426229728,21677336.835003003,14872331.683,-3829995.881,21677338.74,0.290932860225439,4.454770272132009,-1.904996994882822,4.853723689822345,-2.033794802054819,4.24962537270558,-1.1674744330966709
